photoID,attribution
7871c,Neil Lipson
7871b,Barb Werness
7870b,AVSA
7868c,Tatiana Omelchenko
7868b,Barb Werness
7867c,Barb Werness
7867b,Tatiana Pirogova
7865c,Sady Garcia
7865b,Phyllis King
7864c,Anatoly Skryabin
7864b,Karen Panek
7863b,Bluebird Greenhouse
7862b,Kevin Degner
7860c,Anatoly Skryabin
7860b,Julie Gordon
7859c,Christel Collier
7859b,Linda Rowe
7858b,Hector Wong
7857c,Tea Gallela
7857b,AVSA
7856c,Tatiana Omelchenko
7856b,Karen Campbell
7855c,Barb Werness
7855b,Sady Garcia
7854c,Karen Panek
7854b,Pat Addison
7853b,Christel Collier
7852c,Christel Collier
7852b,Joan Thompson
7849b,AVSA
7847c,Barb Werness
7847b,Linda Rowe
7846c,Gail Price
7846b,Linda Bridges
7845c,Anatoly Skryabin
7845b,Cindy Schott
7844c,Marjorie Bullard
7844b,Cheralyn Maturi
7842c,Tea Gallela
7842b,Robert Albro
7839c,Michaelene Johnson
7839b,Barb Werness
7838c,Shantel Garcia
7838b,Iris Keating
7836c,Linda Rowe
7836b,Tatiana Omelchenko
7835c,Belinda Thibodeaux
7835b,Tammy Turner
7834b,Sady Garcia
7833c,Chris Daroche
7833b,Belinda Thibodeaux
7831c,Tammy Turner
7831b,EvaBritta Thorssell
7829c,Janet Stromborg
7829b,Sandra Reeves
7827c,Ann-Marie Keene
7827b,Cynthia Hui
7826c,Linda Rowe
7826b,Kay Mitchell
7825c,Marjorie Bullard
7825b,Christel Collier
7824c,Barb Werness
7824b,Barb Werness
7822c,EvaBritta Thorssell
7822b,Heather Fox Slusher
7821c,Stanley Ko
7821b,Barb Werness
7819c,Aleksey Kolodezhny
7819b,Sergey Sarychev
7817c,Terri Cota
7817b,Terri Cota
7816b,Northern CA Council
7815c,Bob Lombard
7815b,Linda Rowe
7806b,June Fallaw
7802b,AVSA
779b,Janet Riemer
7799b,Shantel Garcia
7794b,Pat Addison
778b,Linda Rowe
7789c,Tea Gallela
7789b,Marjorie Bullard
7785c,Larisa Chernyshova
7785b,Joan Thompson
7781b,Wayne Discher
7774c,Linda Bridges
7774b,Linda Bridges
7769c,Sady Garcia
7769b,Bluebird Greenhouse
7768c,Karen Low
7768b,M. Gandolfo
7765c,Hector Wong
7765b,Gary/Rhona Thurman
7761c,Belinda Thibodeaux
7761b,Joan Baker
7756b,Karen Campbell
7753b,Lynn Canning
774b,Baker
7747b,Mary Welch
7746c,Tina Drouin
7746b,Fay Wagman
7744b,AVSA
7738b,Hortense Pittman
7736b,C. Reed
7729b,Anatoly Skryabin
7725c,Tatiana Omelchenko
7725b,Marjorie Bullard
771b,AVSA
7713b,Joyce Myers
7712b,Hortense Pittman
7710c,David Dick
7710b,Kay Darrow
7709b,Kerstin Nordfors
7701b,Hortense Pittman
76b,Bluebird Greenhouse
7699b,AVSA
7688c,Debbie Yeager
7688b,Marjorie Bullard
7686b,Hortense Pittman
7683c,Tea Gallela
7683b,Karen Low
7681c,Frances Shilliday
7681b,Cindy Schott
7675b,Barbara Elkin
7670c,Mary Mostafa
7670b,Pat Addison
766b,Fay Wagman
7667b,Iris Keating
7662c,Tea Gallela
7662b,Violet Gallery
7660b,Daisha East
765c,Joan Baker
765b,Marjorie Bullard
7657c,Tea Gallela
7657b,Hiroko Endo
7651b,Jim Boyer
7650c,Tea Gallela
7650b,Roxanne Shrewsbury
7648c,Northern CA Council
7648b,Rick Krach
7647c,AVSA
7647b,Marie Flotterud
7646b,Janet Stromborg
7645c,Sady Garcia
7645b,Christel Collier
7642b,Iris Keating
7641b,Iris Keating
7633b,Joyce Myers
7632c,Marjorie Bullard
7632b,Janice Norton
7626c,Anatoly Skryabin
7626b,Amy Marshall
7618c,Janet Stromborg
7618b,Joan Thompson
7615b,MiChelle Foster
7612c,Belinda Thibodeaux
7612b,Ksenia Dudareva
7609c,Iris Keating
7609b,Janet Stromborg
7596b,Barbara Elkin
7594c,AVSA
7594b,Barbara Elkin
7590c,Neil Lipson
7590b,Joan Baker
758c,Donna Slaga
758b,Pat Addison
7587c,Mary Mostafa
7587b,EvaBritta Thorssell
7584c,Janet Stromborg
7584b,Donna Turner
757c,Iris Keating
757b,Linda Rowe
7579c,Karen Low
7579b,Cheryl Stevens
7577b,Pat Addison
7574c,Christel Collier
7574b,Hiroko Endo
7573b,Karen Panek
756b,Shantel Garcia
7566c,Jeannine Kouns
7566b,Cheryl Stevens
7563b,Hortense Pittman
7559b,Iris Keating
7556b,Bob Lombard
7555b,Joyce Myers
7550b,Jim Boyer
754b,Burton
7547b,Robin J. Rayburn
7546c,Marian Moss
7546b,Denise Showalter
7544b,Hortense Pittman
7543b,Donna Moses
753b,Shantel Garcia
7534c,Shantel Garcia
7534b,Janet Stromborg
7532b,Northern CA Council
7527c,Anatoly Skryabin
7527b,Nancy Robitaille
7526c,Katie Skelton
7526b,Katie Skelton
7525c,Phyllis King
7525b,Phyllis King
7513b,Jeri Anderson
7512b,Hortense Pittman
750b,Daniela Sather
7506b,AVSA
7501b,AVSA
7500c,Northern CA Council
7500b,Viv Kay
74b,Linda Rowe
7499c,Terry Studer
7499b,Terry Studer
7498b,Hortense Pittman
7497b,Ronn Nadeau
7493b,AVSA
7481b,Susan Whitaker
7480c,Jeanette Haygood
7480b,Sady Garcia
747b,Nancy Robitaille
7479b,Iris Keating
7477c,Karen Low
7477b,MiChelle Foster
7472c,Dottie Wilson
7472b,Daisha East
7466c,Tea Gallela
7466b,Sergey Sarychev
7465c,Janine Epperly
7465b,Linda Rowe
7460b,Barbara Elkin
745b,AVS Denver Chapter I
7455b,Gloria Goetzke
7454c,Marjorie Bullard
7454b,Karen Panek
7451b,AVSA
744b,Nancy Robitaille
7440b,AVSA
7438b,Barbara Elkin
7437b,Barbara Elkin
7435b,Northern CA Council
742c,Marjorie Bullard
742b,Marjorie Bullard
7428b,Lynn Canning
7423b,Iris Keating
741c,Linda Rowe
741b,Sady Garcia
7419b,Frank Burton
7413b,Cynthia Hui
740c,Donna Moses
740b,Christel Collier
7409b,Barbara Elkin
73b,Joe Abendschan
7373b,Thomas Clark
7372b,Northern CA Council
7371b,Tea Gallela
7370b,Marie Flotterud
7361b,Janet Stromborg
7354b,Madeleine Gagnon
7351c,Tea Gallela
7351b,AVSA
7349c,Janice Norton
7349b,Mary Welch
7343c,Ann-Marie Keene
7343b,Barb Werness
7342c,Claudia Brelo
7342b,Fay Wagman
7341b,AVSA
733c,Candy Templeton
733b,Candy Templeton
7337b,Paul Sorano
7336b,Frank Tinari
7335b,Janice Norton
7330b,AVSA
7328c,Anatoly Skryabin
7328b,Joan Baker
7327c,Iris Keating
7327b,Kay Mitchell
7324c,Marjorie Bullard
7324b,Gary/Rhona Thurman
7322c,Marjorie Bullard
7322b,Joan Thompson
7321c,Linda Rowe
7321b,AVSA
7320c,Lenny Winter
7320b,Lenny Winter
731b,Marjorie Bullard
7318c,Cheryl Stevens
7318b,Marie Flotterud
7316b,Pat Addison
730b,Linda Rowe
7305b,Northern CA Council
7304c,Belinda Thibodeaux
7304b,Winston J Goretsky
7300b,Marie Flotterud
729b,Marjorie Bullard
7296b,Iris Keating
7295b,Pam/Keith Kennedy
7294b,Viv Kay
7290b,Karen Panek
7289c,Christel Collier
7289b,Marjorie Bullard
7288b,Viv Kay
727b,Linda Rowe
7273b,Fay Wagman
7272c,Maryse Roux
7272b,Shantel Garcia
7270c,Cynthia Hui
7270b,Deb Nitz
726c,Winston J Goretsky
726b,Linda Rowe
7269c,Northern CA Council
7269b,Gary/Rhona Thurman
7268b,Northern CA Council
7264c,Kay Mitchell
7264b,Aloysius Seow
7262b,AVSA
725c,Sarah Williams
725b,Claudia Brelo
7256c,Sharon Stilson
7256b,Tammy Young
7254b,Anneli Hvass
7252c,Joyce Myers
7252b,AVSA
7251c,Anatoly Skryabin
7251b,Joan Baker
7250b,Viv Kay
724c,Anatoly Skryabin
724b,Robin J. Rayburn
7248c,Jeannie Myers
7248b,EvaBritta Thorssell
723c,Donna Slaga
723b,Belinda Thibodeaux
7237c,Joyce Myers
7237b,Marie Flotterud
7235c,Julie Gordon
7235b,Joyce Myers
7234c,Linda Bridges
7234b,Hiroko Endo
7232c,Janice Norton
7232b,David Dick
722c,Christel Collier
722b,Linda Rowe
7225c,Joyce Myers
7225b,Rachel^s Reflections
7222b,Fran Traylor
721b,Jana in Indiana
7219c,Tammy Turner
7219b,Tammy Turner
7218b,Hawley
7216c,Helen Williams
7216b,Anatoly Skryabin
7215c,Bluebird Greenhouse
7215b,Fred C Hill
720b,Marjorie Bullard
7209c,Denise Showalter
7209b,Janet Stromborg
7208c,Iris Keating
7208b,Tea Gallela
7207b,Linda Rowe
7206b,Linda Rowe
7205b,Duane Champion
7202b,AVSA
7200c,Joan Messer
7200b,Karen Low
71c,Tatiana Omelchenko
71b,Northern CA Council
719c,Linda Rowe
719b,Barb Werness
7199c,Sady Garcia
7199b,Linda Rowe
7198b,Jana in Indiana
7196c,Burton
7196b,Burton
7194c,Fred C Hill
7194b,Christel Collier
7190c,Viv Kay
7190b,Janet Stromborg
718b,Linda Rowe
7181b,Linda Rowe
717c,Jana in Indiana
717b,Winston J Goretsky
7177b,Iris Keating
7172c,Linda Rowe
7172b,Winston J Goretsky
716c,Belinda Thibodeaux
716b,Deb Nitz
7169c,Roni Williams
7169b,Bluebird Greenhouse
7167b,Jim Boyer
7166c,Kay Mitchell
7166b,Bill Daniels
7163b,Ruth Coulson
715c,Janice Norton
715b,Linda Rowe
7155c,Marjorie Bullard
7155b,Joan Thompson
7148b,Iris Keating
7141c,Iris Keating
7141b,Marie Flotterud
7140c,Iris Keating
7140b,Linda Rowe
7139b,Sady Garcia
7131b,Christel Collier
712b,Anatoly Skryabin
7126b,Barb Werness
7120c,Marie Flotterud
7120b,Barb Werness
7119b,Sue Dompkowski
7111b,Pat Addison
7102b,Marjorie Bullard
7096b,Susan^s African Violets
7093c,Tracy Flynn
7093b,Janet Stromborg
7092c,Janet Stromborg
7092b,Janet Stromborg
7091b,Nancy Robitaille
7087c,Marie Flotterud
7087b,AVSA
7086c,Sady Garcia
7086b,Christel Collier
7077c,Violet Gallery
7077b,M. Gandolfo
7072b,Tea Gallela
706b,Hortense Pittman
7069b,AVSA
7054b,Linda Rowe
7049b,Fay Wagman
7042c,Tea Gallela
7042b,Sergey Sarychev
7028b,EvaBritta Thorssell
7027b,Irene Fredette
7024b,Hawley
7021c,AVSA
7021b,Christel Collier
701b,Heather Fox Slusher
7016b,Gary/Rhona Thurman
7010c,Christel Collier
7010b,Marie Flotterud
7004c,Marjorie Bullard
7004b,Barb Werness
7002b,Claudia Brelo
7000b,AVSA
6b,Wayne Discher
6999b,EvaBritta Thorssell
6997b,Hortense Pittman
6992c,Pat Addison
6992b,Barb Werness
6991c,Donna Slaga
6991b,Pat Addison
6985c,Jim Boyer
6985b,AVSA
6980b,Sandy Weynand
6978b,AVSA
6976b,AVSA
6975c,Lynda Berggren
6975b,Nancy Robitaille
6973b,Violet Showcase
6964b,Christel Collier
6962b,Barbara Elkin
6953c,Lenny Winter
6953b,Tsunehisa Hanatani
6952c,Cheryl Stevens
6952b,Tracy Flynn
6950c,Janet Riemer
6950b,Burton
6945b,Frank Tinari
6933b,Christel Collier
6932c,Jim Boyer
6932b,Sandy Weynand
6930c,Diane Best
6930b,Belle Sprague
6929b,Anatoly Skryabin
6928b,Iris Keating
6925b,Denise Showalter
6918c,AVSA
6918b,Janet Stromborg
6916b,Ann-Marie Keene
6915c,Gary/Rhona Thurman
6915b,Fran Traylor
690b,Sandy Weynand
6905b,Nancy Robitaille
6904c,Joan Baker
6904b,Hector Wong
689c,Joan Baker
689b,Rachel^s Reflections
6899b,Terry Studer
688b,Fay Wagman
6879b,Marjorie Bullard
6851c,Anatoly Skryabin
6851b,Violet Gallery
6850c,Iris Keating
6850b,Northern CA Council
6849c,Alcie Maxwell
6849b,Cindy Schott
6847c,Joan Baker
6847b,Mary Mostafa
6845b,Northern CA Council
6844c,Joan Baker
6844b,Violet Gallery
6839c,Ken Muzalewski
6839b,Larisa Chernyshova
6832b,AVS of Queensland
6824b,Northern CA Council
6820c,Joyce Myers
6820b,Pat Addison
6819b,M Reavis Violet Reflections
67c,Gennady Komkov
67b,Lynda Berggren
6799b,Hattie Baggett
6798c,Marjorie Bullard
6798b,Viv Kay
6791b,Phyllis King
678c,Northern CA Council
678b,Sandra Reeves
677b,Madeleine Gagnon
6777c,Cheryl Stevens
6777b,Christel Collier
6774b,Cheryl Major
6771c,Joan Baker
6771b,Ray Lavallee
6770b,Northern CA Council
676c,Birlauf and Steen
676b,Marie Flotterud
6759b,Northern CA Council
6754b,JoAnn Borden
6747c,Christel Collier
6747b,Joyce Myers
6742b,AVSA
6741b,Tatiana Omelchenko
673b,Gary/Rhona Thurman
6739b,AVSA
6738c,Tea Gallela
6738b,Vicky VanPatten
6736b,Tea Gallela
6734b,Susan Whitaker
6730b,Gary/Rhona Thurman
6727b,Karen Panek
6721c,David Dick
6721b,Barb Werness
6720c,Northern CA Council
6720b,Bluebird Greenhouse
6716c,Cheryl Stevens
6716b,Pat Addison
670c,Gary/Rhona Thurman
670b,Janet Stromborg
6708b,Hortense Pittman
6702b,Burton
66c,Marjorie Bullard
66b,David Dick
6694c,EvaBritta Thorssell
6694b,Cynthia Hui
6691c,Joan Messer
6691b,Natalia Vygodova
668c,Marjorie Bullard
668b,Karen Low
6688c,Robert Albro
6688b,Tea Gallela
6684c,Tea Gallela
6684b,Fred C Hill
6680b,Janet Riemer
6678b,Janet Riemer
6677c,Jana in Indiana
6677b,Fred C Hill
6674c,Marjorie Bullard
6674b,Fred C Hill
6672b,Deb Nitz
6671b,Christel Collier
6670b,Fred C Hill
6668b,Bluebird Greenhouse
6665c,Ann-Marie Keene
6665b,Anatoly Skryabin
6663b,James Farnum
6661b,Janet Riemer
6660c,Neil Lipson
6660b,Paula Bal
6659c,Janet Stromborg
6659b,Janet Riemer
6651b,Fred C Hill
664c,Joan Baker
664b,Kay Darrow
6648c,Hattie Baggett
6648b,Fran Traylor
6646c,Marjorie Bullard
6646b,Bluebird Greenhouse
6645c,Terry Studer
6645b,Joan Baker
6644c,Jana Bohunkov�
6644b,Marjorie Bullard
6643c,Jana Bohunkov�
6643b,Larisa Chernyshova
6642c,Neil Lipson
6642b,Sady Garcia
6641c,Zdenka Arientov�
6641b,Belinda Thibodeaux
6639c,Anatoly Skryabin
6639b,Nancy Robitaille
6637b,Barbara Elkin
6635b,Joan Thompson
6632c,Christel Collier
6632b,Cheryl Stevens
6631c,Joan Baker
6631b,Su Mei Kong
6630b,Christel Collier
662c,Julie Gordon
662b,Donna Turner
6629c,Mrs. John Stout
6629b,Ray Lavallee
6627c,Anatoly Skryabin
6627b,Tom Smoyer
6626b,Anatoly Skryabin
6624b,Joan Baker
6622c,Barb Werness
6622b,David Dick
6621c,Linda Rowe
6621b,Joan Baker
6619c,Joan Thompson
6619b,Ann-Marie Keene
6618b,Linda Nesvacil
6617c,AVS of Queensland
6617b,Karen Panek
6616c,Joan Baker
6616b,Donna Slaga
6615c,Michiya Akuzawa
6615b,Robert Albro
6613c,Linda Rowe
6613b,EvaBritta Thorssell
6612c,Linda Rowe
6612b,Terry Studer
6611c,Belinda Thibodeaux
6611b,Byron Borck
6610c,Marjorie Bullard
6610b,Violet Gallery
6609c,Kerstin Nordfors
6609b,EvaBritta Thorssell
6608c,Marjorie Bullard
6608b,Kay Mitchell
6607b,Steve Covolo
6606b,Linda Rowe
6605c,M. Gandolfo
6605b,Aleksey Kolodezhny
6604c,Kay Mitchell
6604b,Hiroko Endo
6603b,Kay Mitchell
6602c,Sergey Sarychev
6602b,Joan Baker
6601b,Larisa Chernyshova
6600c,Tea Gallela
6600b,Vicky VanPatten
65b,Donna Moses
6599c,Sady Garcia
6599b,Phyllis King
6598b,Shantel Garcia
6597c,Linda Rowe
6597b,Shantel Garcia
6596c,Linda Rowe
6596b,Barb Werness
6595c,Linda Rowe
6595b,MiChelle Foster
6594c,Ann-Marie Keene
6594b,M. Gandolfo
6592c,Sady Garcia
6592b,Aleksey Kolodezhny
6590c,Claudia Brelo
6590b,Daisha East
6589c,Ann-Marie Keene
6589b,Barb Werness
6588b,Fay Wagman
6587c,Joan Baker
6587b,Linda Rowe
6586b,Linda Rowe
6585c,Kay Mitchell
6585b,Fay Wagman
6584c,Tea Gallela
6584b,Lynda Berggren
6583b,Fay Hartwick
6581c,JoAnn Marti
6581b,Janet Stromborg
6579c,Linda Bridges
6579b,Simona Vesel�
6578c,Joan Baker
6578b,Marjorie Bullard
6577c,Joan Baker
6577b,Joan Baker
6576c,Bob Lombard
6576b,AVSA
6575c,Joan Baker
6575b,Janice Norton
6574c,Joan Baker
6574b,Sue Dompkowski
6573c,Marjorie Bullard
6573b,Kay Mitchell
6571b,Tatiana Omelchenko
6563c,Marjorie Bullard
6563b,Elenetta Marshall
6559b,Pat Addison
6557c,Marjorie Bullard
6557b,EvaBritta Thorssell
6555b,Reinhardt^s AVs
6554b,Jim Boyer
6552b,AVSA
6544b,Iris Keating
6543c,Jeanette Haygood
6543b,JoAnn Marti
6542b,Mrs. John Stout
6539b,Bill Meier
6535c,Kristina Schmid
6535b,EA Johnson
6528c,Nancy Robitaille
6528b,Violets4You
6527b,Northern CA Council
6525b,Gareth Dibley
6524c,Cynthia Hui
6524b,Janet Stromborg
6523b,Gary/Rhona Thurman
6521b,AVSA
6520b,AVSA
651c,Linda Rowe
651b,Fay Wagman
6514c,Marjorie Bullard
6514b,Barb Werness
6511b,Belinda Thibodeaux
6510c,Hiroko Endo
6510b,Christel Collier
6508b,Irene Fredette
6506b,AVSA
6502b,Karen Panek
64c,Robin J. Rayburn
64b,Kay Mitchell
649c,Christel Collier
649b,Marjorie Bullard
6497b,Jim Boyer
6496b,Iris Keating
6492b,Jennifer Dang
6491b,Linda Rowe
6485b,Fred C Hill
6484b,Lyndon Lyon
6482c,EvaBritta Thorssell
6482b,Madeleine Gagnon
6478b,AVSA
6476c,Northern CA Council
6476b,AVSA
6473b,AVSA
6468b,Fredette
6465b,Paul Sorano
6461c,Robert Albro
6461b,Paul Sorano
6458b,Alana Cunningham
6456b,JoAnn Marti
6455b,AVSA
6454b,AVS Denver Chapter I
6451b,Linda Rowe
6449c,Belinda Thibodeaux
6449b,Karen Panek
6447b,AVSA
6446b,Marjorie Bullard
6443b,Francine Pilon
6430b,Iris Keating
6425c,Zdenka Arientov�
6425b,Claudia Brelo
6420b,Barbara Elkin
6412c,Linda Rowe
6412b,Violet Gallery
6411c,Tea Gallela
6411b,Marjorie Bullard
6410b,Northern CA Council
6405b,Nancy Robitaille
6402c,Northern CA Council
6402b,Michiya Akuzawa
63b,Anatoly Skryabin
6395c,Northern CA Council
6395b,Fay Wagman
6393b,Doug Hamilton
6388b,Phyllis King
6381b,Linda Rowe
637b,AVSA
6377b,Lenka Vitov�
6376b,Anatoly Skryabin
6375b,AVSA
6372b,Northern CA Council
6370c,Tea Gallela
6370b,Shantel Garcia
6369b,Iris Keating
6367c,Marjorie Bullard
6367b,Fay Wagman
6366c,Karen Low
6366b,Belinda Thibodeaux
6365b,Jim Boyer
6361c,Christel Collier
6361b,Marjorie Bullard
635c,Tea Gallela
635b,Joan Baker
6359c,Ann-Marie Keene
6359b,Fay Wagman
6357b,Frank Burton
6356c,Anatoly Skryabin
6356b,Linda Rowe
6354c,Marjorie Bullard
6354b,Christel Collier
6353b,Marjorie Bullard
6352b,C Russell
6351b,Paul Sorano
634b,Janet Stromborg
6349b,Charles Russell
6348b,Janet Stromborg
6347b,Janet Stromborg
6343b,Hector Wong
6341b,Shantel Garcia
6340c,Linda Rowe
6340b,Robert Albro
633b,David Dick
6337c,Trina Smith
6337b,Lynn Canning
6333b,Shantel Garcia
6328b,Northern CA Council
6317c,Fay Wagman
6317b,EA Johnson
6316b,Joan Santino
6313b,AVSA
6312b,Janet Riemer
6309b,Sandra Reeves
6308c,Sady Garcia
6308b,Lynn Canning
6307b,Sady Garcia
6301c,AVSA
6301b,Marie Flotterud
62b,Anatoly Skryabin
6298c,Tina Drouin
6298b,Nancy Robitaille
6295b,Iris Keating
6294c,Christel Collier
6294b,Linda Rowe
6291c,Hector Wong
6291b,AVSA
6290c,June Fallaw
6290b,Lyndon Lyon
6289b,Hortense Pittman
6288b,Christel Collier
6286b,Marjorie Bullard
6285b,MiChelle Foster
6283c,Tea Gallela
6283b,Shantel Garcia
6281c,Marjorie Bullard
6281b,Christel Collier
6278c,Anatoly Skryabin
6278b,Marjorie Bullard
6277b,Hortense Pittman
6276c,Northern CA Council
6276b,Fay Wagman
6271b,Linda Rowe
626b,Gary/Rhona Thurman
6268b,Neil Lipson
6267c,Lenny Winter
6267b,Deb Nitz
6259c,Hortense Pittman
6259b,Cindy Schott
6258b,Hattie Baggett
624b,Cynthia Hui
6245c,Nancy Robitaille
6245b,Amy Marshall
6242b,Northern CA Council
6235c,Neil Lipson
6235b,Marjorie Bullard
6233c,Heather Fox Slusher
6233b,Judi Gatti
6229b,Lenny Winter
6225c,Northern CA Council
6225b,Ed Johnson
6223b,Northern CA Council
621c,Tea Gallela
621b,Violet Gallery
6215b,Fay Wagman
6213c,Janet Stromborg
6213b,Janice Norton
6212c,Deb Nitz
6212b,Belinda Thibodeaux
6208b,AVSA
6206b,Ruth Coulson
6200b,Debbie Yeager
61c,Joan Baker
61b,Marjorie Bullard
6196b,Sue Dompkowski
6190b,Duane Champion
6184c,Monika Papezov�
6184b,Fay Wagman
6183b,Janet Stromborg
6181b,Iris Keating
6180c,Debbie Yeager
6180b,Janice Norton
617b,Frank Tinari
6178c,Marjorie Bullard
6178b,Tatiana Omelchenko
6176c,Linda Rowe
6176b,Shantel Garcia
6170b,Janet Stromborg
6169b,Northern CA Council
6165c,Tea Gallela
6165b,Linda Rowe
6163b,Barb Werness
6161b,Linda Rowe
6160c,Linda Rowe
6160b,Joe Abendschan
6159c,Linda Rowe
6159b,Hiroko Endo
6156c,Northern CA Council
6156b,Joan Baker
6149b,AVSA
6147b,June Fallaw
6146b,AVSA
6145c,Ann-Marie Keene
6145b,M. Gandolfo
6141b,Tea Gallela
6140b,Iris Keating
6139c,EvaBritta Thorssell
6139b,Elenetta Marshall
6136b,Jim Boyer
6130c,Rachel^s Reflections
6130b,Marilyn Greer
6129b,Pat Addison
6128c,Aleksey Kolodezhny
6128b,Drew^s Violets
6127b,Anatoly Skryabin
6126c,Linda Rowe
6126b,Shantel Garcia
6125c,EvaBritta Thorssell
6125b,Linda Rowe
6124b,Joel Silverman
6123c,Marjorie Bullard
6123b,Joan Baker
6112b,Iris Keating
6110b,Anatoly Skryabin
610b,Sharon Stilson
6108b,Iris Keating
6100b,Marjorie Bullard
60b,Nancy Robitaille
6091b,Iris Keating
6090c,Janet Stromborg
6090b,Hiroko Endo
608b,Drew^s Violets
6084b,Joan Baker
6079c,Hortense Pittman
6079b,Tatiana Omelchenko
6075b,Hortense Pittman
6068c,Kay Mitchell
6068b,Joan Baker
6066c,Tammy Turner
6066b,George Gay
605c,Tea Gallela
605b,Peter Lui
6056c,Debbie Yeager
6056b,Debbie Yeager
6054b,Hortense Pittman
6050c,Steve Coon
6050b,Burton
6047b,Fay Wagman
6045b,Marjorie Bullard
6037c,Joan Baker
6037b,Tracy Flynn
6034b,Marie Flotterud
6033c,Hortense Pittman
6033b,Olga Surnova
6031c,Linda Rowe
6031b,Janet Stromborg
6025b,Shantel Garcia
6017b,Sandra Williams
6015b,Barbara Elkin
6010c,Joyce Myers
6010b,Zuzanna Gulaj
6008c,Anatoly Skryabin
6008b,Pat Addison
6006b,Sundown Pittman
6003c,Linda Rowe
6003b,Cheryl Stevens
6000b,EvaBritta Thorssell
59c,Winston J Goretsky
59b,Barb Werness
599c,Aleksey Kolodezhny
599b,Anatoly Skryabin
5998b,Francine Pilon
5997b,Fay Wagman
5994b,AVSA
5991b,Aleksandrowicz
5987c,Trina Smith
5987b,Gary/Rhona Thurman
5985b,Marigene Cole
597b,EvaBritta Thorssell
5978b,Cheryl Stevens
5976c,Tea Gallela
5976b,Janet Stromborg
5974b,Janet Stromborg
5970c,Tammy Young
5970b,Joan Baker
5968c,Iris Keating
5968b,Marjorie Bullard
5964b,AVSA
5963c,Joan Baker
5963b,EvaBritta Thorssell
5962b,AVSA
5950b,Cheryl Stevens
594b,Kirby Walker
5946c,Hortense Pittman
5946b,Hattie Baggett
5938c,Cynthia Hui
5938b,Gennady Komkov
5934c,AVSA
5934b,Tammy Young
5933b,Steve Coon
5927c,Pat Addison
5927b,Pat Addison
5907c,Joe Bruns
5907b,Drew^s Violets
58c,Jana in Indiana
58b,Winston J Goretsky
5881c,David Dick
5881b,Joan Baker
5879c,Janet Stromborg
5879b,Ann-Marie Keene
5876c,Karen Panek
5876b,Karen Panek
5873c,Karen Panek
5873b,AVSA
5870b,Kay Darrow
5869c,Tea Gallela
5869b,Jeannie Myers
5867c,Karen Panek
5867b,Karen Panek
5866b,Karen Panek
5860b,AVSA
5858c,Joan Baker
5858b,Gennady Komkov
5856c,Belinda Thibodeaux
5856b,Marjorie Bullard
5855c,Marie Flotterud
5855b,AVSA
5853c,Kay Mitchell
5853b,Elenetta Marshall
5852c,David Dick
5852b,Gary/Rhona Thurman
584c,Wayne Discher
584b,Sady Garcia
5849b,M. Gandolfo
5847c,Anatoly Skryabin
5847b,Tammy Young
5845b,Sandra Leary
5844b,Jana in Indiana
5841b,Gennady Komkov
5839c,Tea Gallela
5839b,Sady Garcia
5837c,EvaBritta Thorssell
5837b,Paul Sorano
582b,Barbara Elkin
5829c,Tea Gallela
5829b,Pat Addison
5827c,EvaBritta Thorssell
5827b,Nancy Robitaille
5824b,Northern CA Council
5822b,Iris Keating
5820c,Nataliya Kononenko
5820b,David Dick
581c,Carol Vaughn
581b,Aleksey Kolodezhny
5819c,Sady Garcia
5819b,Marjorie Bullard
5816b,Sandra Leary
5813b,Marjorie Bullard
5812c,Marjorie Bullard
5812b,Joe Bruns
5811c,Joan Baker
5811b,Kevin Degner
5805c,Linda Rowe
5805b,Anatoly Skryabin
5802c,Hortense Pittman
5802b,Sundown Pittman
5800b,Jackie Muster
57c,Michaelene Johnson
57b,Linda Rowe
5792c,Helen Williams
5792b,Joan Baker
578c,Sady Garcia
578b,Elenetta Marshall
5788b,Northern CA Council
5785c,Viv Kay
5785b,Janet Stromborg
5781b,AVS Denver Chapter I
5772b,Iris Keating
5771b,Elenetta Marshall
5770b,Iris Keating
5763c,Janice Norton
5763b,Sady Garcia
5758b,Jessie Moore
5756c,Bluebird Greenhouse
5756b,Phyllis King
574c,Gary/Rhona Thurman
574b,Pat Addison
5746c,Neil Lipson
5746b,EvaBritta Thorssell
5739b,Fay Wagman
5737c,Nancy Robitaille
5737b,Jim Boyer
5735b,AVSA
5722b,Champion
5719c,Sady Garcia
5719b,Janet Stromborg
5713b,Iris Keating
5709b,AVSA
5708c,Lynda Berggren
5708b,Deb Nitz
5703b,Irene Fredette
5697c,Linda Rowe
5697b,M. Gandolfo
5696b,Janet Stromborg
5695c,Joan Baker
5695b,Marie Flotterud
5692c,Hattie Baggett
5692b,Hattie Baggett
5691b,AVSA
5689c,Marjorie Bullard
5689b,Dan Braswell
5687b,Christel Collier
5686c,Joan Baker
5686b,Joan Baker
5684b,Sally Wright
5683b,AVSA
5668b,Janet Riemer
5662b,Marjorie Bullard
5652b,Tammy Young
5650b,Fay Hartwick
5640b,Iris Keating
563c,Joan Baker
563b,Joan Baker
5627b,Viv Kay
5622c,Linda Rowe
5622b,Jess Harman
5602c,Aleksey Kolodezhny
5602b,Ksenia Dudareva
5601b,Janice Norton
5599b,Joyce Myers
5597b,Ronn Nadeau
5584b,Iris Keating
